sms_id,sms_text,class
709,"#NavyFed: $870 withdrawn at ATMSW-2. To dispute, go to bit.ly/navyauth",smishing
710,"	As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with ? 1500 Bonus Prize, call 09066364589",smishing
711,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,benign
712,Hi Princess! Thank you for the pics. You are very pretty. How are you?,benign
713,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,smishing
714,"Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: slappingtasting.com/Hamw6PokCc",smishing
715,<Subject: Security Alert> :Access to your Amazon account Limited due to unusual activity. Login blocked from : [192.39.165.36-New Zealand] Device: Mobile Safari (iPhone OS 15_5) To restore your account click link below: http://www.bizzapp.co.uk/free/apps51/service?=61513 verify you account within 24 hours or your Amaz ,smishing
716,Wat r u doing?,benign
717,Ok both our days. So what are you making for dinner tonite? Am I invited?,benign
718,Haven't received,benign
719,"THIS MOBILE NUMBER HAS GAINED THE SUM US$450,000.00 FROM MML/REF#1001, FOR DETAIL SEND YOUR NAME, ADDRESS AND NUMBER TO EMAIL MEGARESULT@USA.COM",smishing
720,"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",smishing
721,"Dear, you have been invited to join the (stocks, cryptocurrency) discussion group. Daily profit sharing plan. Click the link to join the group chat https://chat.whatsapp.com/ DIZ84M8hyCoHmkOwueGJ8Z",smishing
722,United States Postal Service: Your package has the wrong forwarding address and has been temporarily suspended. Please reply to [ok] and take steps to reactivate it. [ https://wsends.com/go/Tracking/R2H9 ] ,smishing
723,And I don't plan on staying the night but I prolly won't be back til late,benign
724,We've noticed unusual activity on your account. Please confirm these recent transactions by clicking: bankofamerica-secure.com/verify,smishing
725,"USPS-Your package is being returned to the sender, your address could not be verified. Finish update here: https://is.gd/ERR1293 O",smishing
726,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",benign
727,(PayPal-Issue : Your account has been restricted.Check it here Immediately.> https://me2.do/GBIOwzEt?V4ZGKR ~) 29FNO ,smishing
728,Cab is available.they pick up and drop at door steps.,benign
729,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",smishing
730,Geico: Account may compromised. Please review here http://pmbox.online/4UWqiD288PcPb7meokxwnhfo1YYRFWVNSQEUQXDH101630/79654a11,smishing
731,"Michael, how is it hanging? Check out this unbelievable video t.co/bV21xitX5t before it got taken down by authorities. You probably can guess now who ",smishing
732,Dont pick up d call when something important is There to tell. Hrishi,benign
733,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,benign
734,Ok... Sweet dreams...,benign
735,Dear i am not denying your words please,benign
736,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",benign
737,"Bienvenido. Recuerda que con Amigo Sin Limite, por Segundo, Optimo, Optimo Plus los Min, SMS, y MB en EUA te cuestan lo mismo que en Mexico. Tarifas Roaming son: $3.00 MB, $3.00 Min, $3.00 SMS. Tarifas en pesos IVA inc. Mas info +525525813300 o telcel.com. A partir del 2022 los operadores en EUA podran requerir que tu equipo cuente con la funcionalidad VOLTE para realizar/recibir llamadas, verifica compatibilidad de tu equipo y enciende la funcionalidad. Mas info. https://bit.ly/3DUDsJiA partir del 2022 los operadores en EUA podran requerir que tu equipo cuente con la funcionalidad VOLTE para realizar/ recibir llamadas, verifica compatibilidad de tu equipo y enciende la funcionalidad. Mas info. https://bit.ly/3DUDsJi",smishing
738,Walgreens: You are one of few final selections in our recent prize program & can redeem 1 of 834 rewards for a 1 min survey cpqsz.cc/DwFK192,smishing
739,"DUETO THE CENTRAL BANK DIRECTIVE WITH REGARDS TO BVN UPDATE,YOUR ATM CARD HAS BEEN DE-ACTIVATED,TO RE-ACTIVATE CALL CUSTOMER CARE ON 08125000070",smishing
740,I just cooked a rather nice salmon a la you,benign
741,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,benign
742,Uw ING bankieren app bevat verouderde plugins. klik hieronder om de beveiligde versie te downloaden http://mijn.ing-mobiel.com/update.apk,smishing
743,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,smishing
744,Dear PAYTM customer your Paytm KYC has expired. Contact customer care No-8536074310 immediately. your account will Block within 24 hr. Thank you PAYTM TEAM.,smishing
745,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,benign
746,Those were my exact intentions,benign
747,Camera - You are awarded a SiPix Digital Camera! call 09061221067 fromm landline. Delivery within 28 days.,smishing
748,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,smishing
749,"The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. https://uewups.com (Please reply to 1, then exit the SMS, open the SMS activation link again, or copy the link to Safari browser and open it) The USPS team wishes you a great day!",smishing
750,Dear. You will be invited to the (BTC) internal discussion group. The group will post daily how to earn $500-15000USD in the crypto market. Reply: 1 and Click the link to enter: https://chat.whatsapp.com/E29ZpfVxDLCDU0lz6g5Pju,smishing
751,Sure! I am driving but will reach my destination soon.,benign
752,When did dad get back.,benign
753,Your train ticket PNR 2475831962 for Rajdhani Express (12301) on 20/04/2025 is confirmed. Check PNR status on IRCTC website or app. Have a pleasant journey!,benign
754,Come by our room at some point so we can iron out the plan for this weekend,benign
755,"Hi this is Rich I'm a real estate agent here in San Diego. I'm sure you're aware how hot the market is, and right now we're struggling to help our homebuyers find properties in SAN DIEGO so, I'm curious, have you thought about making a move in the next 3-6 months and selling your home?",smishing
756,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,benign
757,URGENT: IRELAND GOV has issued a payment of 350 ? to all residents as part of its promise to battle COVID 19. Tap here to apply: http://url.ie/17j80,smishing
758,Hi msg me:)i'm in office..,benign
759,Depends on where u going lor.,benign
760,RBC Bank Alert: Your online account is temporarily locked due to suspicious actvity. Please login and verify your information. https://si-rbcroyalbank.com/,smishing
761,The CA Dept of Public Health was notified of your COVID-19 test. Tap https://us-ca.en.express/v?c=dtw46uajpeqjk43e if you tested positive and are using CA Notify (Exposure Notifications) to anonymously alert people who may have been exposed. (Link expires in 24 hours). Your personal info is not shared with other users. Text STOP to stop / HELP for help or call 833-422-4255. \nAuthentication:0204:r5v5sms:MEQCIGQ1Nhg8f7nZlm2Si68Ya/674MV6/p4tKqKeQiHudv7AiAbn848sebwS/QGEk1vZT00XcKoNi3AzJ8f1OVBeawYwg,smishing
762,Ok lor but not too early. Me still having project meeting now.,benign
763,"CITIBANK: To finish linking AMANDA P to your account, reply Y. Never authorized this? Visit https://cb1online.com/ to secure your account. ",smishing
764,"[USPS] The package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address at the link. https://uspsusa-us.com (Copy the link to your Safari browser and open it) Sincerely, USPS Support Team O",smishing
765,Not getting anywhere with this damn job hunting over here!,benign
766,"Call me da, i am waiting for your call.",benign
767,CITI Alerts - We have blocked access to your debit card due to unusual activity. Verify your details at citi-actvity.org,smishing
768,"	Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",smishing
769,Okay but i thought you were the expert,benign
770,"QZ51 JDRS 44699: Debit of $450 has been made on May 16, 2022 7:30:26, kindly examine details. https://bit.ly/3wl5Dzg",smishing
771,Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now!,smishing
772,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938766,smishing
773,You.r paymen.t for Septemb.er is received. Thanks! this is o.ur tiny pre.sent for you: f4RSX.COM/8vxyyUpY4d ,smishing
774,"1 Your Membership is on hold. To using your account as normally, you need to update some trouble with your current billing information. Click link bellow to update your account: http://restart-membership.com:911@s956455895.onlinehome.us/atcc/?_pagesxacctx Regards, Netflix Pte. Ltd.",smishing
775,Your Phone has been comprimised! CLICK LINK BELOW TO REMOVE ? pbizzz.com/J44rCi,smishing
776,"Notification From Amazon: We've locked your Amazon account due to a billing issue. To unlock your Amazon account, please click link below: https://qr.io/r/GJ1jvX?amazon-billing-update&?=https://amazon.com Please take action on your account within 48 hours to avoid permanent suspension. Regards, Amazon Service ",smishing
777,/-/-THANK YOU! CID: EW50QR https:/WIN::http://194.87.143.43///w.php,smishing
778,Royalmail: Your package has arrived at the warehouse but cannot be delivered due to incomplete address details. Please open the link to view: http://rory-royalmail.shop Royalmail wishes you a great day! 11:31 pm,smishing
779,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99,smishing
780,You'll get @ your package TODAY! http://www.webpage.ren/b/lc/? bfX.08&08z-mkq O A Text Message,smishing
781,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,smishing
782,Area females wanting intimate date nights out on the town. Access here: http://y.jgdfr.com/ZoAhX9Z,smishing
783,I think chennai well settled?,benign
784,"<Subject: Notification : 84781> Due to a problem with your card information, we have disabled your amazon account for your security reasons. To unlock your account please follow link below: https://app.mailingboss.com/index.php/campaigns /63857c6fb397b/track-url/637fa8badd3d6/3143bbe318bdc11cead986a59dae0d6178a579c8 This is only v",smishing
